YEAR,DATE,AGUASCALIENTES,BAJA_CALIFORNIA,BAJA_CALIFORNIA_SUR,CAMPECHE,CHIAPAS,CHIHUAHUA,COAHUILA,COLIMA,DISTRITO_FEDERAL,DURANGO,GUANAJUATO,GUERRERO,HIDALGO,JALISCO,MEXICO,MICHOACAN,MORELOS,NAYARIT,NUEVO_LEON,OAXACA,PUEBLA,QUERETARO,QUINTANA_ROO,SAN_LUIS_POTOSI,SINALOA,SONORA,TABASCO,TAMAULIPAS,TLAXCALA,VERACRUZ,YUCATAN,ZACATECAS
2021,8/5/2021,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,3,1,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0
2021,15/05/2021,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,10,1,0,2,0,0,0,0,0,0,1,0,0,4,0,0
2021,22/05/2021,0,0,0,0,2,0,0,1,0,0,0,3,0,1,0,0,7,2,0,1,0,0,1,0,0,0,0,0,0,8,0,0
2021,29/05/2021,0,0,0,2,0,0,0,2,0,0,0,3,0,1,19,3,8,0,0,5,2,0,0,1,0,0,0,0,0,2,0,0
2021,5/6/2021,0,0,0,0,0,0,0,1,0,0,0,8,0,3,6,3,7,0,0,5,2,0,0,8,1,0,1,0,0,6,0,1
2021,12/6/2021,0,0,0,0,3,0,0,1,0,0,0,9,0,3,6,0,17,0,0,1,2,0,0,3,1,0,0,1,0,9,0,0
2021,19/06/2021,0,0,0,1,2,0,0,1,0,0,0,6,0,1,12,5,21,0,0,3,11,0,0,12,1,0,0,0,0,12,0,0
2021,26/06/2021,0,0,0,0,0,0,0,2,0,0,0,5,0,2,14,0,13,1,0,2,5,0,0,6,2,0,0,0,0,8,0,0
2021,3/7/2021,0,0,0,0,1,0,0,0,0,0,0,6,0,5,5,6,15,0,0,10,1,0,0,3,0,0,0,0,0,8,0,0
2021,10/7/2021,0,0,0,0,0,0,0,1,0,0,0,6,0,4,0,4,22,1,0,5,3,0,0,4,0,0,0,0,0,14,0,0
2021,17/07/2021,0,0,0,0,1,0,0,1,0,0,2,2,0,1,7,0,20,0,0,3,0,0,0,0,1,0,0,0,0,15,0,0
2021,24/07/2021,0,0,0,0,2,0,0,2,0,0,2,6,0,4,3,4,22,0,0,7,5,0,0,2,0,0,0,0,0,29,0,0
2021,31/07/2021,0,0,0,0,2,0,0,1,0,0,1,7,0,7,3,6,2,0,0,6,5,0,0,1,1,0,0,0,0,28,0,0
2021,7/8/2021,0,0,0,0,2,0,0,2,0,0,2,9,0,2,0,2,2,0,4,3,11,0,1,2,1,0,0,0,0,9,0,0
2021,14/08/2021,0,0,0,0,0,0,0,0,0,0,0,6,0,3,7,5,1,0,3,6,8,0,1,1,0,0,0,0,0,12,0,0
2021,21/08/2021,0,0,0,0,2,0,0,4,0,0,1,1,0,2,1,3,2,0,1,6,1,0,1,2,0,0,0,0,0,22,0,0
2021,28/08/2021,0,0,0,0,1,0,0,2,0,0,2,2,0,3,12,3,0,0,6,6,5,0,0,5,6,0,0,0,0,24,0,0
2021,4/9/2021,0,0,0,0,3,0,4,0,0,0,1,3,2,4,4,0,0,0,6,3,14,0,0,1,3,0,3,0,0,17,0,0
2021,11/9/2021,0,0,0,0,5,0,4,1,0,0,3,1,0,7,0,2,0,2,4,8,1,0,2,1,2,0,5,0,0,27,0,0
2021,18/09/2021,0,0,0,1,2,0,6,0,0,0,0,0,2,4,1,5,2,0,1,4,0,0,0,0,15,0,3,1,0,21,0,0
2021,25/09/2021,0,0,0,0,2,0,38,0,0,0,1,1,4,3,2,3,3,0,3,8,2,0,0,2,18,0,1,0,0,19,0,0
2021,2/10/2021,0,0,0,0,1,0,73,0,0,0,1,1,1,4,0,6,1,0,1,4,1,0,0,1,21,14,3,0,0,39,0,0
2021,9/10/2021,0,0,0,0,1,0,150,3,0,0,1,1,0,3,0,3,2,0,1,17,2,0,0,6,40,18,5,0,0,35,0,0
2021,16/10/2021,0,0,0,0,9,0,86,0,0,0,1,0,2,1,0,0,4,0,3,4,2,0,0,0,40,1,2,1,0,56,0,0
2021,23/10/2021,0,0,0,0,7,0,174,3,0,0,0,4,1,10,0,4,1,1,4,8,6,0,0,1,54,17,2,0,0,48,0,0
2021,30/10/2021,0,0,2,0,2,0,53,3,0,2,0,6,0,11,10,14,7,3,7,6,1,0,0,1,84,6,1,0,0,36,0,0
2021,6/11/2021,0,0,0,0,9,0,69,2,0,1,0,1,0,4,0,3,5,2,5,7,0,0,0,3,93,0,2,0,0,58,0,0
2021,13/11/2021,0,0,1,1,9,0,117,4,0,0,0,1,0,6,21,5,2,1,3,2,2,0,1,1,117,11,1,0,0,52,0,0
2021,20/11/2021,0,0,1,0,6,0,119,2,0,2,0,2,0,2,0,8,4,1,2,2,0,0,0,2,94,6,5,1,0,45,0,0
2021,27/11/2021,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
2021,4/12/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,11/12/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,18/12/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,25/12/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1/1/2022,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,0,0,4,0,0,0,0,6,0,0,0,0,2,0,0
2022,8/1/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022,15/01/2022,0,0,1,1,3,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,1,0,25,0,2,0,3,0,0,5,14,0
2022,22/01/2022,0,0,1,3,5,0,0,4,0,1,0,2,0,0,0,3,1,0,1,2,1,0,37,0,2,0,4,0,0,13,10,0
2022,29/01/2022,0,0,0,0,1,0,0,2,0,0,0,5,0,0,0,0,0,0,0,1,1,0,46,1,5,0,4,0,0,11,12,0
2022,5/2/2022,0,0,1,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,52,0,3,0,7,1,0,8,12,0
2022,12/2/2022,0,0,1,1,0,0,0,2,0,0,0,1,0,1,0,3,1,0,0,0,3,0,63,0,4,0,2,1,0,8,21,0
2022,19/02/2022,0,0,0,1,1,0,0,1,0,0,0,3,0,0,0,5,0,0,0,0,0,0,53,0,4,0,4,2,0,3,9,0
2022,26/02/2022,0,0,0,2,2,0,0,2,0,0,0,2,0,0,0,2,0,0,0,1,1,0,36,0,3,0,6,1,0,5,5,0
2022,5/3/2022,0,0,0,3,3,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,29,0,0,0,2,0,0,7,7,0
2022,12/3/2022,0,0,1,1,2,0,0,1,0,0,0,4,0,1,0,1,0,1,0,1,1,0,74,0,1,0,12,0,0,2,18,0
2022,19/03/2022,0,0,0,3,2,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,39,0,0,0,5,0,0,8,6,0
2022,26/03/2022,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,45,0,0,0,5,0,0,5,5,0
2022,2/4/2022,0,0,0,3,3,0,0,0,0,1,0,1,2,0,0,1,1,0,0,1,0,0,30,0,4,0,8,1,0,6,4,0
2022,9/4/2022,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,5,0,1,0,0,3,0,19,0,0,0,3,0,0,3,3,0
2022,16/04/2022,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,2,0,0,0,0,0,17,0,0,0,7,0,0,10,6,0
2022,23/04/2022,0,0,0,1,5,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,11,0,2,0,9,0,0,6,12,0
2022,30/04/2022,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,2,1,0,0,0,0,0,18,0,0,0,11,2,0,6,13,0
2022,7/5/2022,0,0,0,0,3,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,3,0,14,0,1,0,1,4,0,13,5,0
2022,14/05/2022,0,0,0,1,3,0,0,1,0,0,0,4,0,0,0,0,2,0,0,0,4,0,12,0,1,0,6,2,0,11,8,0
2022,21/05/2022,0,0,0,1,7,0,0,0,0,0,0,5,0,0,0,0,2,0,0,2,1,0,10,0,0,0,4,0,0,11,8,0
2022,28/05/2022,0,0,0,1,5,0,0,0,0,0,0,2,1,0,0,0,8,0,0,3,7,0,20,0,2,0,5,0,0,34,12,0
2022,4/6/2022,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,4,0,0,11,15,0,9,5,0,0,5,0,0,19,11,0
2022,11/6/2022,0,0,0,0,12,0,0,2,0,0,0,3,0,0,0,6,1,0,0,9,15,0,16,8,1,0,6,0,0,35,20,0
2022,18/06/2022,0,0,0,3,13,0,0,1,0,0,0,5,1,0,0,7,6,1,3,0,29,0,14,6,0,0,10,4,0,23,32,0
2022,25/06/2022,0,0,0,5,7,0,1,0,0,0,0,9,1,0,0,1,16,0,0,18,26,0,18,11,1,0,3,2,0,46,43,0
2022,2/7/2022,0,0,0,1,14,0,0,3,0,0,17,5,0,0,0,2,15,1,1,8,68,0,14,10,0,0,8,4,0,92,54,0
2022,9/7/2022,0,0,0,2,23,0,0,0,0,0,16,5,2,4,0,2,38,0,2,13,54,0,18,9,1,1,2,1,0,69,41,0
2022,16/07/2022,0,0,1,0,21,0,0,0,0,0,0,8,6,5,0,3,38,2,0,17,62,0,31,11,2,0,7,2,0,152,64,0
2022,23/07/2022,0,0,0,2,22,0,0,0,0,0,3,7,3,3,0,3,49,2,0,36,78,0,39,4,0,0,1,2,0,109,84,0
2022,30/07/2022,0,0,1,3,22,0,0,0,0,0,8,7,7,0,0,5,40,1,1,23,60,0,69,10,1,0,3,2,0,167,60,0
2022,6/8/2022,0,0,1,1,41,0,1,1,0,0,1,23,2,4,0,3,43,0,2,52,65,0,71,9,0,0,2,3,0,178,52,0
2022,13/08/2022,0,0,0,2,25,0,0,1,0,0,2,26,3,12,0,8,29,0,1,44,76,0,71,8,0,0,9,0,0,191,119,0
2022,20/08/2022,0,0,1,7,68,0,0,0,0,0,5,40,4,10,0,20,18,0,0,49,113,0,88,9,0,0,9,3,0,288,156,0
2022,27/08/2022,0,0,6,7,81,0,0,1,0,0,6,39,6,4,0,8,21,2,3,45,143,0,79,9,3,0,16,1,0,363,260,0
2022,3/9/2022,1,0,4,15,82,0,0,5,0,0,6,34,17,17,0,16,25,6,2,48,61,0,100,37,0,0,30,2,0,255,268,0
2022,10/9/2022,2,0,4,25,88,0,1,1,0,0,16,78,35,8,0,17,75,4,2,60,156,0,106,18,2,1,56,5,0,475,452,0
2022,17/09/2022,2,0,3,48,125,0,0,2,0,0,12,33,62,16,0,27,34,3,1,54,105,0,91,22,0,0,63,1,0,341,257,0
2022,24/09/2022,1,0,10,51,96,0,4,4,0,1,20,7,38,35,0,30,46,6,2,8,109,1,101,29,1,0,95,1,0,420,397,0
2022,1/10/2022,10,0,5,79,80,0,3,22,0,0,21,44,70,43,0,29,88,10,1,37,203,16,83,41,5,0,125,7,0,734,417,0
2022,8/10/2022,11,0,28,74,88,0,6,16,0,0,23,54,73,49,0,37,64,15,1,36,178,6,59,43,8,0,143,3,0,631,270,0
2022,15/10/2022,11,0,42,96,90,0,16,23,0,0,47,44,89,45,0,58,52,17,6,39,170,15,71,47,2,0,165,7,0,508,305,0
2022,22/10/2022,31,0,28,83,114,0,12,8,0,0,51,21,38,61,0,50,55,11,4,43,167,8,100,37,4,1,137,21,0,499,169,0
2022,29/10/2022,34,0,23,47,65,0,3,19,0,2,36,22,62,54,1,59,40,3,1,76,135,19,74,44,5,5,106,10,0,353,100,0
2022,5/11/2022,21,7,19,54,47,0,11,22,0,1,43,1,17,48,0,56,30,2,4,28,50,13,74,16,1,0,71,7,0,235,143,0
2022,12/11/2022,18,14,28,39,36,0,10,13,0,2,22,2,9,50,0,70,33,2,4,39,42,6,89,41,8,3,70,10,0,219,87,0
2022,19/11/2022,26,6,36,15,29,0,8,24,0,0,37,18,11,55,0,54,25,7,5,14,103,0,59,29,6,2,85,7,0,142,74,0
2022,26/11/2022,16,11,48,32,30,0,2,25,0,0,25,23,8,29,0,56,24,7,4,16,43,4,69,8,6,2,49,3,0,129,34,1
2022,3/12/2022,9,9,81,28,21,0,1,27,0,1,21,87,5,43,0,47,17,10,2,16,41,2,63,19,11,1,55,4,0,151,30,0
2022,10/12/2022,9,5,55,44,26,0,6,30,0,0,28,176,6,30,0,35,12,5,1,14,30,0,111,15,7,1,69,2,0,94,113,0
2022,17/12/2022,2,0,50,9,13,0,2,16,0,0,8,301,3,11,0,34,16,2,0,22,16,2,72,6,2,0,44,13,0,82,28,0
2022,24/12/2022,0,0,20,6,2,0,0,13,0,1,2,170,1,6,5,11,0,4,0,5,11,0,7,1,1,0,36,7,0,32,1,0
2022,31/12/2022,1,0,33,6,12,0,0,20,0,0,2,268,0,5,1,16,12,8,0,5,5,1,79,3,6,0,26,2,0,31,10,0
2023,7/1/2023,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
2023,14/01/2023,0,0,16,2,9,0,0,16,0,0,0,92,0,6,0,13,1,1,0,3,2,0,9,1,4,0,94,5,0,6,10,0
2023,21/01/2023,0,0,7,16,17,0,0,24,0,0,1,139,0,4,0,17,4,7,1,2,1,0,8,3,12,0,98,4,0,27,0,0
2023,28/01/2023,0,0,18,24,10,0,0,33,0,0,0,180,0,10,1,34,3,8,0,6,8,0,58,0,7,0,171,11,0,31,17,0
2023,4/2/2023,0,0,8,15,16,0,0,22,0,0,0,178,0,3,2,19,1,9,0,0,2,0,29,5,12,0,107,2,0,28,7,0
2023,11/2/2023,0,0,15,11,5,0,0,25,0,0,0,157,0,2,2,41,0,8,0,0,10,0,21,0,9,0,74,3,0,24,6,0
2023,18/02/2023,0,0,5,13,12,0,0,39,0,0,0,77,0,4,0,26,5,4,0,0,2,0,59,0,8,0,135,3,0,20,6,0
2023,25/02/2023,0,0,9,13,6,0,0,30,0,0,0,69,0,3,0,40,1,7,0,1,1,0,36,7,7,0,144,4,0,27,1,0
2023,4/3/2023,0,0,8,10,11,0,0,14,0,0,0,51,0,3,1,30,8,11,0,0,1,0,25,2,7,0,145,3,0,17,2,0
2023,11/3/2023,0,0,1,11,8,0,0,23,0,0,0,81,0,6,3,55,3,12,0,0,3,0,13,11,11,0,126,3,0,21,2,0
2023,18/03/2023,0,0,5,8,10,0,0,30,0,0,0,27,0,5,0,40,4,8,0,0,1,0,29,2,5,0,124,2,0,35,2,0
2023,25/03/2023,0,0,0,9,12,0,0,27,0,0,0,16,0,1,0,29,1,11,0,1,1,0,19,12,4,0,108,7,0,38,1,0
2023,1/4/2023,0,0,3,20,17,0,0,15,0,0,0,21,2,3,0,20,4,14,0,1,5,0,16,3,1,0,61,3,0,46,0,0
2023,8/4/2023,0,0,3,8,11,0,0,20,0,0,0,14,0,9,6,20,2,12,0,4,5,0,10,17,8,0,55,2,0,30,0,0
2023,15/04/2023,0,0,2,6,5,0,0,25,0,0,0,15,2,4,8,21,1,14,0,1,7,1,10,5,3,0,86,9,0,42,1,0
2023,22/04/2023,0,0,1,7,19,0,0,19,0,0,0,17,4,4,6,63,9,53,0,1,10,3,9,18,8,0,68,5,0,30,2,0
2023,29/04/2023,0,0,1,3,10,0,0,33,0,0,0,11,11,7,1,41,9,11,0,5,5,4,6,25,3,0,48,7,0,54,1,0
2023,6/5/2023,0,0,3,5,17,0,0,34,0,0,0,13,4,11,2,73,6,38,0,2,6,0,2,10,9,0,60,3,0,79,1,0
2023,13/05/2023,0,0,1,2,19,0,0,24,0,0,0,13,13,13,11,49,9,7,0,10,11,2,6,34,7,0,29,15,0,61,1,0
2023,20/05/2023,0,0,2,1,14,0,0,17,0,0,0,11,7,3,6,25,5,31,0,12,11,0,4,3,7,0,25,9,0,38,1,0
2023,27/05/2023,0,0,3,4,19,0,0,25,0,0,1,18,7,36,3,58,19,19,1,6,23,0,4,52,10,0,20,10,0,60,2,0
2023,3/6/2023,0,0,4,2,31,0,0,31,0,0,0,23,7,12,8,49,16,29,2,20,16,2,0,32,5,3,19,22,0,24,0,0
2023,10/6/2023,0,0,2,1,30,0,0,26,0,0,2,22,9,30,34,43,12,40,0,46,21,0,0,45,9,4,6,8,0,62,0,0
2023,17/06/2023,0,0,4,0,49,0,0,41,0,0,6,17,16,64,55,108,35,27,5,70,31,1,0,37,19,1,10,16,0,85,0,2
2023,24/06/2023,1,0,15,0,29,0,1,30,0,0,30,78,20,81,133,113,35,45,10,118,67,5,1,22,6,6,4,17,0,71,0,2
2023,1/7/2023,1,0,9,0,54,0,8,14,0,0,17,45,34,77,45,160,62,49,10,124,52,9,0,43,18,0,6,7,0,57,0,2
2023,8/7/2023,2,0,12,0,56,0,17,51,0,0,14,54,35,137,73,143,115,33,27,181,73,17,1,35,18,0,1,5,0,54,0,0
2023,15/07/2023,1,0,5,0,61,0,35,22,0,0,14,44,21,112,71,112,91,55,28,62,88,24,1,58,7,0,3,8,0,49,0,2
2023,22/07/2023,1,0,21,0,60,0,24,56,0,0,29,14,11,202,77,208,196,64,78,252,88,14,0,21,13,0,10,8,0,47,0,0
2023,29/07/2023,1,0,23,2,76,0,28,45,0,1,26,103,19,189,61,191,233,39,86,143,71,26,1,35,19,0,10,30,0,56,0,0
2023,5/8/2023,2,0,4,1,55,0,27,50,0,1,31,20,10,151,101,129,134,42,101,69,112,17,1,139,9,0,20,29,0,75,1,1
2023,12/8/2023,7,0,43,2,58,0,66,74,0,2,39,46,35,262,57,113,239,63,140,110,99,69,3,103,16,0,40,40,0,99,4,1
2023,19/08/2023,9,0,33,3,69,0,43,95,0,9,64,30,26,278,90,148,218,68,194,86,120,93,2,75,24,0,35,54,0,137,1,7
2023,26/08/2023,0,0,0,0,24,0,1,0,7,0,0,1,0,0,0,2,11,0,0,14,1,0,8,0,0,18,19,0,0,46,2,0
2023,2/9/2023,0,0,3,0,24,1,1,0,17,0,0,2,0,0,81,9,15,0,1,11,6,0,13,0,3,41,29,0,0,51,12,0
2023,9/9/2023,0,0,1,2,28,0,0,0,23,0,0,3,0,1,68,3,16,0,0,5,1,0,10,0,6,82,36,0,0,79,8,0
2023,16/09/2023,0,0,5,1,30,0,1,0,4,0,0,31,0,1,4,5,13,0,0,6,5,0,12,0,9,28,28,1,0,75,15,0
2023,23/09/2023,0,0,4,2,21,4,0,0,16,0,0,14,0,1,37,1,11,0,1,7,2,0,17,0,7,62,19,0,0,53,11,0
2023,30/09/2023,0,0,0,3,16,1,0,0,7,0,1,18,0,2,29,4,14,0,1,4,7,0,14,0,5,115,30,6,0,69,20,0
2023,7/10/2023,0,2,4,5,13,3,2,0,47,0,0,35,0,3,34,1,7,0,12,9,1,0,18,1,18,125,24,3,0,60,24,0
2023,14/10/2023,0,19,2,1,9,0,7,0,36,0,0,19,0,2,0,3,17,1,4,7,8,0,15,0,23,148,32,0,0,69,16,0
2023,21/10/2023,0,2,3,5,12,0,6,0,68,0,0,39,0,1,62,10,16,0,2,10,8,0,23,0,24,66,34,1,0,60,29,0
2023,28/10/2023,0,8,3,3,10,18,0,0,23,0,0,9,0,2,3,5,14,0,2,1,8,0,28,0,14,115,43,1,0,56,22,0
2023,4/11/2023,0,25,4,3,3,0,0,0,40,0,0,17,0,4,0,7,6,0,5,3,6,0,27,0,19,89,12,2,0,28,11,0
2023,11/11/2023,0,0,8,0,13,5,9,0,78,0,0,13,0,3,0,0,10,0,4,6,6,0,30,0,22,49,36,3,0,46,23,0
2023,18/11/2023,0,0,7,0,7,13,4,0,31,0,0,27,1,2,0,5,10,0,1,3,5,0,26,0,23,68,17,2,0,60,13,0
2023,25/11/2023,0,0,7,2,2,0,3,0,5,0,0,30,0,1,0,2,13,0,4,4,6,0,15,0,8,19,17,0,0,36,6,0
2023,2/12/2023,0,0,1,2,6,0,4,0,11,0,0,22,0,4,0,6,5,0,2,7,6,0,27,0,14,30,14,1,0,44,9,0
2023,9/12/2023,0,0,4,0,6,2,4,0,12,0,0,9,1,0,0,3,10,0,0,0,1,0,17,0,13,9,10,0,0,33,18,0
2023,16/12/2023,0,0,0,0,7,0,8,0,2,0,0,9,0,0,0,0,0,0,0,2,3,0,20,0,4,2,8,0,0,30,7,0
2023,23/12/2023,0,0,0,0,5,1,8,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,8,0,5,0,3,0,0,13,3,0
2023,30/12/2023,0,0,0,1,2,0,1,0,1,0,0,3,0,0,0,1,1,0,0,0,0,0,44,0,3,4,5,1,0,17,15,0
2024,6/1/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,13/01/2024,0,0,1,1,3,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,25,0,2,0,3,0,0,5,14,0
2024,20/01/2024,0,0,1,3,5,0,4,0,0,1,0,2,0,0,0,3,1,0,1,2,1,0,37,0,2,0,4,0,0,13,10,0
2024,27/01/2024,0,0,0,0,1,0,2,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,46,1,5,0,4,0,0,11,12,0
2024,3/2/2024,0,0,1,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,52,0,3,0,7,1,0,8,12,0
2024,10/2/2024,0,0,1,1,0,0,2,0,0,0,0,1,0,1,0,3,1,0,0,0,3,0,63,0,4,0,2,1,0,8,21,0
2024,17/02/2024,0,0,0,1,1,0,1,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,53,0,4,0,4,2,0,3,9,0
2024,24/02/2024,0,0,0,2,2,0,3,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,36,0,3,0,6,1,0,5,5,0
2024,2/3/2024,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,29,0,0,0,2,0,0,7,7,0
2024,9/3/2024,0,0,1,1,2,0,1,0,0,0,0,4,0,1,0,1,0,1,0,1,1,0,74,0,1,0,12,0,0,2,18,0
2024,16/03/2024,0,0,0,3,2,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,39,0,0,0,5,0,0,8,6,0
2024,23/03/2024,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,45,0,0,0,5,0,0,5,5,0
2024,30/03/2024,0,0,0,3,3,0,0,0,0,1,0,1,2,0,0,1,1,0,0,1,0,0,30,0,4,0,8,1,0,6,4,0
2024,6/4/2024,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,5,0,1,0,0,3,0,19,0,0,0,3,0,0,3,3,0
2024,13/04/2024,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,17,0,0,0,7,0,0,10,6,0
2024,20/04/2024,0,0,0,1,5,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,11,0,2,0,9,0,0,6,0,0
2024,27/04/2024,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,2,1,0,0,0,0,0,18,0,0,0,11,2,0,6,25,0
2024,4/5/2024,0,0,0,0,3,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,14,0,1,0,1,4,0,13,5,0
2024,11/5/2024,0,0,0,1,3,0,1,0,0,0,0,4,0,0,0,0,2,0,0,0,4,0,12,0,1,0,6,2,0,11,8,0
2024,18/05/2024,0,0,0,1,7,0,0,0,0,0,0,5,0,0,0,0,2,0,0,2,1,0,10,0,0,0,4,0,0,11,8,0
2024,25/05/2024,0,0,0,1,5,0,0,0,0,0,0,2,1,0,0,0,8,0,0,3,7,0,20,0,2,0,5,0,0,34,12,0
2024,1/6/2024,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,4,0,0,11,15,0,9,5,0,0,5,0,0,19,11,0
2024,8/6/2024,0,0,0,0,12,0,2,0,0,0,0,3,0,0,0,6,1,0,0,9,15,0,16,8,1,0,6,0,0,35,20,0
2024,15/06/2024,0,0,0,3,13,0,1,0,0,0,0,5,1,0,0,7,6,1,2,0,29,0,14,6,0,0,10,4,0,23,32,0
2024,22/06/2024,0,0,0,5,7,0,0,0,1,0,0,9,1,0,0,1,16,0,1,18,26,0,18,11,1,0,3,2,0,46,43,0
2024,29/06/2024,0,0,0,1,14,0,3,0,0,0,17,5,0,0,0,2,15,1,1,8,68,0,14,10,0,0,8,4,0,92,54,0
2024,6/7/2024,0,0,0,2,23,0,0,0,0,0,16,5,2,4,0,2,38,0,2,13,54,0,18,9,1,1,2,1,0,69,41,0
2024,13/07/2024,0,0,1,0,21,0,0,0,0,0,0,8,6,5,0,3,38,2,0,17,62,0,31,11,2,0,7,2,0,152,64,0
2024,20/07/2024,0,0,0,2,22,0,0,0,0,0,3,7,3,3,0,3,49,2,0,36,78,0,39,4,0,1,1,2,0,109,84,0
2024,27/07/2024,0,0,1,3,22,0,0,0,0,0,8,7,7,0,0,5,40,1,1,23,60,0,69,10,1,0,3,2,0,167,60,0
2024,3/8/2024,0,0,1,1,41,0,1,0,1,0,1,23,2,4,1,3,43,0,2,52,65,0,71,9,0,0,2,3,0,178,52,0
2024,10/8/2024,0,0,0,2,25,0,1,0,0,0,2,26,3,12,0,8,29,1,1,44,76,0,71,8,0,0,9,0,0,191,119,0
2024,17/08/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
